,Question,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13,Component 14,Component 15,Component 16,Component 17,Component 18,Component 19,Component 20,Component 21,Component 22,Component 23,Component 24,Component 25,Component 26,Component 27,Component 28,Component 29,Component 30,Component 31,Component 32,Component 33,Component 34,Component 35,Component 36,Component 37,Component 38,Component 39,Component 40
102,too little attn. to sexual harassement,-0.0801901314012991,0.0455278963269203,0.007306876384579134,-0.0460456098554294,-0.046215734436098055,0.11957008149204258,-0.001084941104196914,0.020625743458811095,0.05055710235018969,-0.07256277838173156,0.048068334452403674,0.01726431457245431,-0.14511912345814784,0.07727526640785372,-0.0034588496079790074,0.252180113514146,0.09942702191174951,-0.18135700699928634,-0.1322265678863263,-0.11298900602442671,-0.11918130438376304,0.15350187702083454,-0.07926442738368397,-0.06700711378730048,0.08890669967865884,-0.29436444738446343,0.015831609771097814,-0.03850186046657246,0.17651783117931313,-0.13359583832815566,-0.16858100113315183,-0.07609527712226595,-0.1256744369532407,-0.04832962593933504,0.21352021369241492,0.0692707567300976,0.06807936895171637,0.19581742173768407,0.004970192312567512,-0.028852122803443403
103,against trans military service,0.12848001123073421,-0.017379603227825148,-0.0009125244119024152,-0.018660860841952842,0.00671571031741733,-0.11565901975921378,0.19538094014388604,0.06671437532248085,-0.06655412467786267,0.06353764769970704,0.047445336118330655,-0.058145656796283834,-0.02480442498819825,-0.00022319616563714131,-0.004403226809707939,0.09768433796468817,0.05290615881240877,-0.02103886710204112,-0.07318329160997517,-0.0016975934738463448,-0.015768601861682517,-0.032582673136125555,0.031070379319390686,-0.028952749468040218,-0.02245774303264645,0.05080212752732152,0.029558272759485124,0.019126185437308683,-0.0020763826342025636,-0.04970696743923209,0.051813036575826386,-0.05998168164340044,-0.03994570342934358,0.028356735335934566,0.0788528057746262,0.09244203558624953,-0.008430310154407674,0.04289671403331272,-0.025104381695197263,0.15829082283997215
104,China threat to US,0.01918211374110903,-0.025351366425621278,-0.2697822016920679,-0.04930404798357627,-0.2996125668287858,-0.1100399953049158,-0.05848920670133023,-0.12175905158501601,0.007677263478504462,0.003132605981293616,-0.13221333526698487,-0.08468921754891365,0.004456519732952489,0.10556514546228103,0.11194942651834881,-0.06349634999162956,-0.0767144427896557,0.03136047396262969,-0.16855436775473673,-0.05549893320639152,0.06366287321309859,-0.03599559890331547,-0.11725652539820244,0.12760862809683654,0.03476640395277528,0.03527632129479145,-0.029489086258005823,-0.08149853779241352,0.03511938614268148,-0.11701824443521015,-0.0015700112096418556,0.07173966847752432,0.0479589922448668,0.045655791763455356,-0.07181165682150246,0.06372937567457315,0.08674337470797358,0.020779113753402714,-0.006503555630058992,-0.032687751398755197
105,Russia threat to US,-0.03477975079954801,-0.010801211044880105,-0.28956818163808046,-0.0676263942709432,-0.2814151228177263,-0.10947959348064415,-0.07455320885968177,-0.08659572047249289,-0.009095891788246359,-0.07764314439871593,-0.058534660031683505,-0.08367620269670151,-0.029421575944655866,0.078302491450746,0.06051771290246696,0.025425994723128786,-0.16720743480688202,-0.03487407188745266,-0.10370608465999004,-0.12452218451272136,0.028790841247494002,-0.08919497435658169,-0.04979046744538995,0.06520797645378983,-0.007233727077200075,0.045526356815567465,0.026667220737762756,-0.149105609429937,0.00644475947674554,-0.05539973641994448,-0.0025340711477747566,0.05984808108288261,0.04100309866641959,-0.013862993255064925,-0.036335529520431314,0.02138745676977217,-0.010343013743683042,0.06042702100881986,-0.03528284371966049,0.02176145296400163
106,Mexico threat to US,0.10047519512617015,0.04580975135376941,-0.03548696198506157,-0.12878236297634835,-0.267066089161396,-0.08387322013690342,-0.13397660435390743,-0.03264091592708805,0.04475919953014762,0.0417147661371082,0.02391634791448962,0.03149613047471585,0.0013614446300853345,0.04765851439295994,-0.07006324385636147,-0.05908050203815304,0.19074107684820557,-0.1216416723999243,0.08124466215888268,0.04054609765099731,-0.12159488968662094,0.07646213660246662,-0.05635945085147811,-0.12283687783094942,-0.034364239742937605,-0.03686107443041317,-0.04251505377126351,0.071613364937843,-0.031258990475415735,0.030000837285743872,0.01654238704024422,-0.11475659587878707,-0.05366441052283778,-0.0027058616519947537,0.14202209777785732,-0.053192501074534826,-0.04874127229864997,0.01910405053619337,0.05854328486212466,0.10466615138735608
107,Iran threat to US,0.05726255305162971,-0.03664642222799002,-0.27487894124277334,-0.10871569479381624,-0.28592896103949794,-0.04446920412960274,-0.081769029755361,-0.07515317089655024,-0.015041478103294516,-0.1121608322997028,-0.029382399954488252,-0.021599902997092822,0.04619063166408292,0.06964948999919746,0.06079898774230849,0.03844939480268787,-0.12858656973612362,-0.001014248837558851,-0.007703614456931811,-0.12929035525922386,0.09286751457183892,-0.1500073849448354,-0.055781637826961925,0.011507736038477406,0.08204023750338812,0.033902111729671086,-0.03001422631358497,-0.11775906267847952,-0.003313966340204526,0.042365180493069574,-0.04192849141759664,-0.06264899732975694,0.044574473029549685,0.0445911650306539,-0.006258823871779132,-0.010846988638241954,0.0006161637284195984,-0.006968632134239504,-0.0908110962124704,-0.11263233712972216
108,Japan threat to US,0.11189525782243902,0.09027043422834836,-0.030493596526492372,-0.20526271678384667,-0.29387640715518293,-0.011827552070517904,-0.10695130609272191,-0.03496675302376562,-0.009524780669216639,-0.0004620060620593256,-0.019237725282773413,-0.009029935822397472,-0.0385764399848762,0.05690533740516323,-0.0687533255006012,-0.03441259183877245,0.11153756634564901,0.04713597555263225,0.037311205223882996,0.09184405963727446,-0.1413010416274268,0.05532469741002073,0.010061417268376872,-0.027746914950805075,0.03239212493135328,-0.008385095998947996,-0.044565511630775864,0.0964735066868118,-0.027938683618108633,0.15960189677960404,0.053383434879088296,-0.11581718412294234,-0.03372978820509355,0.028937357986273827,0.025369421116590483,0.003548290864075085,0.05201488962791821,-0.06773681809128974,0.026075090747278616,0.012230866187582234
109,Germany threat to US,0.10770330457515709,0.0863601877756276,0.022831142501965464,-0.17809944606605174,-0.2796567623441243,-0.03806632473978371,-0.14493332009716525,-0.06495302747976192,-0.02999380025706059,0.051891856453164735,0.024610756121911118,-0.044554588888664426,-0.0081441353134615,-0.01208527629446595,-0.1603404947361868,-0.03861573228271708,0.1653110148191672,0.10042571948823191,-0.016862139548589068,0.07661738049447263,-0.16937215864174965,0.16135733438328154,-0.007382431888211904,-0.096892425968267,0.004610600246922829,-0.0298354822682228,-0.05241238713740135,0.07069356347692869,-0.05199894972157741,0.12284482958197276,0.07519492581301412,-0.1469614838279941,-0.023628925598207735,0.0017686938983886985,0.033554207300336474,0.03074044371290017,-0.04594433824669323,-0.08164168692352125,0.10228149764969367,0.09495010887648828
110,compromise in politics not selling out on principles.,-0.10576201053041895,-0.20568707677931125,-0.026738223063895117,0.06407575173080268,-0.10742248535785374,-0.04920666910284998,0.13483228079624673,0.07569360804636868,0.06441871211738404,-0.05994695308401392,-0.24254941274441966,-0.03699094087243634,0.06144367007214994,-0.06293112340992614,-0.007596916044496884,-0.012320251278898766,0.06831499924313632,-0.11056290733739643,-0.059550385366767655,-0.03744108631667167,-0.07953758483896814,0.024790171785306857,0.13904465720152226,0.12430536837266991,-0.1588974917747093,-0.047961204089345774,-0.019411930491922653,0.28138810229232125,-0.10386847946654992,0.1708999852572111,-0.0520743017958835,-0.1458298640014093,-0.14944088711109219,0.20801000304322478,-0.22221460433745893,0.1250118322443415,0.11079457726935665,-0.14942747590984928,0.06932422645956883,0.04079433354604057
111,politicians care about people,-0.04642669343681637,-0.25127221858039106,0.05771474201924868,-0.1768165939728838,-0.047062468147180216,0.090709762815103,-0.0005796560974349035,0.03312425692907471,0.13377208637639862,0.15692788647415618,0.018569064064686336,-0.06426745772723616,0.06751998981942571,-0.12882808439978893,0.0569205343124993,-0.010024439416710319,0.09146239539670668,-0.015393670442405978,-0.02465776980974347,-0.07209558634417529,0.03164092182634885,0.06934910583981677,-0.05768428339112719,0.03793974250873969,-0.1601169919377113,0.1280681323140663,-0.07184117355589834,-0.07120497194266517,-0.07044643273589163,0.048514508007169374,-0.03411256566123834,0.0241739096950429,0.05398041817292593,-0.06569437065109784,0.08610114911631711,-0.08838465196130722,-0.04131379516324382,-0.0019103152766310923,-0.06296076926924554,0.08642685474402749
112,politicians not trustworthy,-0.02392310989019753,0.1673695165211503,-0.043696563359922225,0.19421573367575706,-0.16538329765471305,0.0005408592462431904,0.014986430494358015,-0.041525832712707725,0.005334886372045686,-0.06589135800744476,-0.0847351892098005,0.047466370910437344,-0.04438692658244078,0.08866083590779156,0.0971396132626172,-0.0413595261145301,-0.16691376205396904,0.0833073652756937,0.21905418739051677,0.1637384915545891,-0.04061729331340155,-0.10739385584131023,0.32490979956956945,-0.1271926052033981,-0.0030053713650548186,-0.11400155824002825,-0.11901613863128455,0.08451261662869847,0.2716280153846888,-0.05983972128796601,-0.018396452492948225,0.005555788602185502,0.11144958623366472,-0.114853525417876,-0.11765085020964115,0.12730555178113195,0.012948988303794314,0.15185147392066772,0.10586535903224967,0.12216126098234795
113,politicians not main problem in US,-0.0690863049767251,-0.19576578378728685,0.10623460963851597,-0.13982784342271465,-0.031070249273701212,-0.037710085767378804,-0.03467804259572145,-0.05251275443202113,0.012882390653919752,0.0937194490968778,-0.007522233486638989,-0.03647724592886654,-0.07838326990425834,-0.12056278661498668,0.11344524504400419,0.059036452993494,0.1732896621551104,0.0646243498548133,-0.09657742376030987,-0.07794391499141987,0.18938721239937534,0.06847532585670968,-0.011048156075981754,-0.05636947998379483,-0.14567862652519412,0.06345907171946347,-0.091941937979951,-0.018496062341393817,0.054428486969801834,0.023982530606241698,-0.14336699555399982,0.07497322427402377,0.2545753885363354,-0.03731743974904195,0.1915671326885999,0.2800381749161967,0.048716107043574375,0.07551475113646479,0.07364833686494988,0.16039667453172035
114,strong leader that bends rule bad for US,-0.11086473639151914,-0.061368543719147274,-0.051536461381956174,0.0734912450367936,-0.0945000871723324,0.0012312504852278504,0.06925761800331738,0.16160009221121777,-0.11138244414507012,-0.08034647927746832,-0.013028271440588154,-0.06683369087248146,-0.11103470779841554,-0.06739694534464227,0.1951811903530785,-0.056292135417288836,0.05606438512579964,0.010888964702503653,-0.07319419559646947,0.17289585111712352,-0.10376629236225991,0.2220165724681544,0.13908132705122733,-0.13920496373734154,0.12498521249090185,-0.03072656404999176,0.08110754751642595,0.2217318925888772,-0.12520497193139954,-0.16666329671314029,-0.014147922504575597,0.02114933376252777,-0.02855701726278812,-0.08473276757979675,-0.07436054515174542,-0.07299724074670039,0.04975299192476936,-0.2587651510360245,-0.14566920620292595,0.07383390037259992
115,politicans should make policy instead of people,0.0028828069306287203,-0.17107338178334988,0.025715946882863678,-0.0802686089077233,-0.14170757358392128,-0.06723595386162237,-0.03446367949903539,-0.028773191676870105,-0.13356354741382342,-0.07094235439004742,0.03624889582229519,-0.0810215020464495,-0.052787395111918205,-0.38904190279968964,-0.036017839164450824,0.0027260452909309346,0.13319901259486017,0.026473320238667566,-0.037020506417627164,0.09400684454882438,0.21451495297551965,-0.15971680807239058,0.07830044864209419,0.03649749653805258,-0.16949679048433197,-0.32145221545040015,0.2639625968605925,0.07197475081980162,0.3403095277028428,-0.05247797130043276,0.19155031872145364,0.01700652700415426,-0.06898966665481786,-0.13922361086297397,-0.09356905266487564,0.01305251989330096,-0.05086569588957057,-0.08086533721989544,0.014831030152201625,-0.18132926347920048
116,politicians don't only care about rich/powerful,-0.008913198352089157,-0.2538777802069196,0.10657790445849644,-0.13604579025575916,-0.09439398096397215,0.04695922984568333,-0.055927204480038906,0.030636291859007965,-0.005685573102713171,0.09018879028026106,-0.023175817005687473,-0.038172831369726955,0.007727881352759529,-0.1558337734736221,-0.02089294825935079,-0.10689207110003159,0.09772205052761454,-0.01731802208398632,0.014694991639204666,-0.0071987906274185165,0.16583836255505638,-0.010064747423095183,-0.02109159477329038,0.08256031452982966,-0.15546503578304877,0.07263194323126852,0.009837274447993469,-0.0337356454628567,0.041510005691969894,-0.010645053114128642,-0.010700188403604968,0.09744086962338744,0.038294316738901796,-0.033321583403148954,-0.059006174347893736,-0.17242141148821216,0.0655648646386606,0.024357155140377642,-0.07179996563570215,-0.03961522359328569
117,minorities shouldn't adapt to customs of US,-0.12737685452514574,0.059784589790698305,0.16973175269832627,-0.0330176624666745,-0.14480432713514618,0.199692574095067,0.05123722687579942,-0.0385238342379503,-0.09006925006099227,-0.06764244983578342,0.049683027122038904,0.06604886013845254,-0.20093059198747137,-0.08779406314088398,-0.10059494666181698,-0.06644439084771578,-0.12008115271544226,0.026364294131025263,0.043839787065699604,-0.005361869728122491,-0.168102154710715,-0.06160376330774572,-0.07204838145330258,-0.06376018664178768,-0.017141132327714192,0.06382406485629129,-0.004328798702816369,-0.2709171813215175,0.008862569594963466,-0.04278826523244941,-0.09833393488469619,0.11441970443035944,-0.08704139066324972,-0.1345676600593196,0.04347537977235523,0.022989056441451307,-0.13713486044489326,-0.08618508533607461,-0.016572857204057247,0.01359753018795161
118,will of majority shouldn't prevail over minority rights',-0.12214666063387566,-0.023921541231015378,0.027880591960496037,-0.0016276632453290178,-0.15251082077056208,0.17389448432586446,0.0911744923180063,-0.016699990197288704,-0.03714217418131596,-0.08902110466462781,-0.09003692062560884,0.0283591168557835,-0.12836264074733472,-0.0896049706066689,0.025398002611845737,-0.21305430137403095,-0.00420108140485413,0.09558058604193996,0.022438638989967716,0.009294086558054346,-0.06998144449934121,-0.0643169288644048,-0.06641857679572444,-0.18515357923580636,-0.14888256908041997,0.054483480095057504,0.15625398438483112,-0.01685124864311413,-0.034672599494763146,-0.0247204514709585,-0.25703929314983437,0.07175493363719788,-0.12083294358567317,-0.020706163222128322,-0.0610187219226118,0.016751276976290502,-0.2457295870148007,0.1745603449789975,0.008666419650150341,0.17188072448167716
